mpid,formula,canonical_formula,A,B1,B2,X,pred_bandgap_eV,actual_bandgap_eV,pred_hull_eV_atom,actual_hull_eV_atom,pred_stable_probability,actual_stable,screening_score,passes_filter,joint_actual_hit
mp-1112141,Cs2NaScI6,Cs2NaScI6,Cs,Na,Sc,I,2.4354580557818863,2.5826,0.0031432648844540575,0.0,0.9998257407923787,1,0.8761117132223651,True,0
mp-1112108,Cs2TlSbBr6,Cs2SbTlBr6,Cs,Sb,Tl,Br,1.2199572355089856,1.2247,0.018428298735207453,0.0149627829999996,0.9995989137997561,1,0.8694403235277324,True,1
mp-1114009,Rb2TlAsCl6,Rb2AsTlCl6,Rb,As,Tl,Cl,1.9534380304678314,1.954487880755224,0.02134247028466171,0.0101217397499993,0.9850297702085573,1,0.8693858354287376,True,1
mp-1112003,Cs2TlSbCl6,Cs2SbTlCl6,Cs,Sb,Tl,Cl,2.018947959629923,2.004377321452989,0.021836612525271554,0.0103696794999987,0.990913638511907,1,0.8612634243154574,True,1
mp-1113264,Cs2AgBiI6,Cs2AgBiI6,Cs,Ag,Bi,I,1.3825151652857488,1.4279000000000002,0.028940446143324066,0.0297026883125006,0.9962519209749613,1,0.851078515920594,True,1
mp-1114017,Rb2NaInBr6,Rb2NaInBr6,Rb,Na,In,Br,1.9560047932692717,2.00494558878286,0.02706842391479133,0.0269826534999997,0.991924772024033,1,0.8509853560501783,True,1
mp-1112673,Cs2LiSbI6,Cs2LiSbI6,Cs,Li,Sb,I,1.9277093730026655,1.9254,0.031794123309992414,0.0355398270000009,0.9882133291235868,1,0.8369723270773441,True,1
mp-1111616,K2NaTlCl6,K2NaTlCl6,K,Na,Tl,Cl,1.8404718786289134,1.9894363291305253,0.037135405544277376,0.036829457,0.9957616299276735,1,0.8329062994048397,True,1
mp-1112117,Cs2RbScI6,Cs2ScRbI6,Cs,Sc,Rb,I,2.451968710139801,2.392902902744302,0.011927233344301102,0.0,0.9983529176672445,1,0.8267331685040209,True,1
mp-1112520,Cs2RbCeCl6,Cs2RbCeCl6,Cs,Rb,Ce,Cl,0.9652754378938405,4.119804172030968,0.020815290154236443,0.041292807916661,0.9996703988855622,1,0.812491091741445,True,0
mp-996941,Cs2RbInBr6,Cs2RbInBr6,Cs,Rb,In,Br,2.296254459708362,2.5058,0.023173210571813874,0.014949250499999,0.9907647459871619,1,0.8070439087007221,True,0
mp-1111035,Rb2LuCuCl6,Rb2CuLuCl6,Rb,Cu,Lu,Cl,2.4284199166826066,2.4367563751816457,0.018408975646373657,0.0336773712499987,0.9997704230421421,1,0.8033841131961991,True,1
mp-1110912,K2AgSbBr6,K2AgSbBr6,K,Ag,Sb,Br,1.0412976916747976,1.1248132988289596,0.04507482807455983,0.0197432547499993,0.937346154668257,1,0.7234421034763763,True,1
mp-1110723,Rb2CuBiBr6,Rb2CuBiBr6,Rb,Cu,Bi,Br,0.8448798858383307,0.8468910300113062,0.04196871263237373,0.0429090251249979,0.9592940937629955,1,0.7017848986205091,True,1
mp-1114115,Rb2TlInBr6,Rb2InTlBr6,Rb,In,Tl,Br,1.7129547170598958,1.846434678275862,0.02738365121582976,0.0398593279999999,0.6032847108744849,1,0.6940871134627332,True,1
mp-1110703,Rb2NaMoBr6,Rb2NaMoBr6,Rb,Na,Mo,Br,1.4932146262209618,1.4757165185029222,0.04828739616083089,0.0455889604583337,0.6843640890105912,1,0.6667700058915769,True,1
mp-1206231,Cs2RbPdF6,Cs2RbPdF6,Cs,Rb,Pd,F,0.7343574861810972,0.5693,0.005540816804458928,0.013255170749999,0.9999389156363435,1,0.8371578906709768,False,0
mp-13797,K2NaCuF6,K2NaCuF6,K,Na,Cu,F,0.6794171686544334,0.7248,0.007928232053989721,0.0,0.9995500834373242,1,0.814020714288878,False,0
mp-1112656,Cs2NaCeI6,Cs2NaCeI6,Cs,Na,Ce,I,0.43724421430262217,2.381301228258004,0.003943725949498584,0.0,0.9998584886649173,1,0.7948166195209918,False,1
mp-1110611,Rb2CoAgF6,Rb2CoAgF6,Rb,Co,Ag,F,1.7664911747998238,2.0093,0.05352685194742792,0.0188857829999999,0.9729303480349655,1,0.7876684801352878,False,1
mp-1114016,Rb2NaScBr6,Rb2NaScBr6,Rb,Na,Sc,Br,3.122057457237625,3.111500763892547,-0.0038828980205598586,0.0073407204999984,0.9999829529220085,1,0.7864182387744025,False,0
mp-1113047,Cs2KScBr6,Cs2KScBr6,Cs,K,Sc,Br,3.2210713647032305,3.1875376829573208,0.0020998455625534387,0.0104525420000003,0.9999846268343018,1,0.7655220213665592,False,0
mp-557133,Cs2KMoF6,Cs2KMoF6,Cs,K,Mo,F,3.446260203562334,4.1073,0.0011876583834573456,0.0,0.9998882766681501,1,0.7571102091797992,False,0
mp-1110800,Rb2YAgCl6,Rb2YAgCl6,Rb,Y,Ag,Cl,3.7105727870576835,3.800842481755663,-0.005141017198744299,0.0078298658999989,0.9998128968808699,1,0.7556547409539687,False,0
mp-1080041,Cs2NaBiCl6,Cs2NaBiCl6,Cs,Na,Bi,Cl,3.7639436948225633,3.7126,-0.00158317412299085,0.0,0.9999873632374916,1,0.7547021648941623,False,0
mp-989526,Cs2KTlF6,Cs2KTlF6,Cs,K,Tl,F,3.804464605982,3.8182,-0.008974627445933362,0.0,0.9999793391083917,1,0.754027653157711,False,0
mp-580541,Cs2NaSmCl6,Cs2NaSmCl6,Cs,Na,Sm,Cl,4.994266631026747,5.1745,-0.0006171724542593136,0.0,0.9999941011093779,1,0.7500093799907324,False,0
mp-1112515,Cs2RbLuCl6,Cs2RbLuCl6,Cs,Rb,Lu,Cl,5.0168927261752065,5.060640100108507,-0.000963151123401398,0.0,0.9999868030816912,1,0.7500045763721015,False,0
mp-568670,Cs2NaTbCl6,Cs2NaTbCl6,Cs,Na,Tb,Cl,5.04099483296616,5.2046,-0.00010785545714359597,0.0,0.9999884690372515,1,0.7500039087499881,False,0
mp-1113669,Rb2NaScF6,Rb2NaScF6,Rb,Na,Sc,F,6.629878760505723,6.9076,-0.0035250805514823952,0.0,0.9999837229702067,1,0.749992675403346,False,0
mp-1112495,Cs2TlCrF6,Cs2CrTlF6,Cs,Cr,Tl,F,4.345992237880433,4.1533,-0.00859798070996312,0.0,0.9989929222261656,1,0.7499377100783209,False,0
mp-1111952,Cs2AlTlF6,Cs2AlTlF6,Cs,Al,Tl,F,5.242885692501307,5.6085,-0.018399012251988506,0.0,0.9945732650366029,1,0.7475605671647796,False,0
mp-1112145,Cs2NaNdBr6,Cs2NaNdBr6,Cs,Na,Nd,Br,4.0917945762707255,4.12802172085311,0.0008821369605160771,0.0,0.9999900106146233,1,0.745997152523259,False,0
mp-1110784,Rb2AgMoF6,Rb2MoAgF6,Rb,Mo,Ag,F,2.750782433659284,1.9296,0.017078160405431156,0.0,0.9938859818291113,1,0.7455928770581366,False,1
mp-560071,KRb2CoF6,Rb2KCoF6,Rb,K,Co,F,2.9615586147210453,3.1031,0.010891464029362153,0.0,0.9999246303048003,1,0.745430043310479,False,0
mp-1112759,Cs2KInCl6,Cs2KInCl6,Cs,K,In,Cl,3.526991841924366,3.5784317090266127,0.002819140206136982,0.0,0.9998043570835606,1,0.7443766423270182,False,0
mp-1112144,Cs2NaPrI6,Cs2NaPrI6,Cs,Na,Pr,I,3.1810576346734183,3.1158,0.006821523207243794,0.0,0.999815066159417,1,0.7427747737002172,False,0
mp-560789,SbI(ClF3)2,Cl2SbIF6,Cl,Sb,I,F,1.7086514654842293,1.8658,0.0869735021813247,0.0847587321583187,0.9769196388546589,0,0.741534594867537,False,0
mp-13925,Cs2NaYF6,Cs2NaYF6,Cs,Na,Y,F,6.883299633923761,6.863900000000001,0.0018177503319242773,0.0,0.9999700181509237,1,0.7392758783410028,False,0
mp-1111821,Cs2NaNdCl6,Cs2NaNdCl6,Cs,Na,Nd,Cl,4.992340797077011,4.994303733951928,0.0031875571120010765,0.0,0.9999888895369707,1,0.7314787108476585,False,0
mp-567652,Cs2LiYCl6,Cs2LiYCl6,Cs,Li,Y,Cl,5.001398815192908,4.8986,0.0034751906612996717,0.0,0.9999371199295441,1,0.7298402111580642,False,0
mp-1112687,Cs2KYI6,Cs2KYI6,Cs,K,Y,I,3.2289535912581493,3.2838,0.008587030271156808,0.0026361609999994,0.999331689995885,1,0.7296173577561479,False,0
mp-13815,Rb2NaErF6,Rb2NaErF6,Rb,Na,Er,F,6.491011283643015,6.4976,0.0045486652921644865,0.0,0.9997353840667788,1,0.7237935480931406,False,0
mp-1111820,Cs2NaPrCl6,Cs2NaPrCl6,Cs,Na,Pr,Cl,4.95696988608139,4.967603511478768,0.005332384468280672,0.0,0.9999895915697786,1,0.7196630063721854,False,0
mp-989545,Rb2NaSbCl6,Rb2NaSbCl6,Rb,Na,Sb,Cl,3.2579868811267465,3.0525,0.010381450658203787,0.0,0.9997219032012298,1,0.7187339711337396,False,0
mp-1113967,Rb2NaAsCl6,Rb2NaAsCl6,Rb,Na,As,Cl,3.2592242466291026,3.148421321595985,0.01177560341278271,0.0,0.998692792645389,1,0.7114795024012137,False,0
mp-1207213,K2LiCuF6,K2LiCuF6,K,Li,Cu,F,0.6062057804435903,0.9248,0.029719090005556874,0.0,0.9990405765303363,1,0.7100571113455546,False,1
mp-1112792,Cs2KAsBr6,Cs2KAsBr6,Cs,K,As,Br,3.0194445716913325,3.001526921208608,0.017566501128955418,0.0,0.9987193012646137,1,0.7077521436401779,False,0
mp-1113229,Cs2NdAgF6,Cs2AgNdF6,Cs,Ag,Nd,F,3.187598794604484,3.308644356445424,0.014386506089932445,0.0205549650000005,0.9987617341490594,1,0.7049995770471044,False,0
mp-1113138,Cs2ScInF6,Cs2ScInF6,Cs,Sc,In,F,3.9278240556845208,4.142200000000001,0.008812965687297331,0.0023070539166685,0.9999385661387946,1,0.7039755410927613,False,0
mp-1114019,Rb2NaGdCl6,Rb2NaGdCl6,Rb,Na,Gd,Cl,3.079895697986431,2.718661047440613,0.017817932309439382,0.0038797750000005,0.9999729930493756,1,0.7006652073063875,False,0
mp-1110744,Rb2LiYI6,Rb2LiYI6,Rb,Li,Y,I,2.961088244588068,3.0067,0.021776446869885644,0.0270942889999989,0.9982254219729033,1,0.6975227472446172,False,0
mp-1112114,Cs2RbYCl6,Cs2RbYCl6,Cs,Rb,Y,Cl,4.837443380569321,4.934368677406657,0.01049745452531928,0.0070388847500035,0.9999712211568754,1,0.6932046163734332,False,0
mp-1110614,Rb2AlAgF6,Rb2AlAgF6,Rb,Al,Ag,F,2.8291313597923544,3.2492,0.0278550861029725,0.0,0.9878363973293878,1,0.689032129542262,False,0
mp-1110771,Rb2NaCeI6,Rb2NaCeI6,Rb,Na,Ce,I,2.775949597169117,0.4272,0.0337701109678722,0.0372719654999991,0.9974825580883941,1,0.6825617055636306,False,0
mp-1111196,K2TlSbCl6,K2SbTlCl6,K,Sb,Tl,Cl,1.918118303204198,1.91555989596932,0.056753760903432864,0.0704643672499996,0.7776748560902709,0,0.6808977858050539,False,0
mp-1205672,KTl2CrF6,Tl2KCrF6,Tl,K,Cr,F,3.6856959119345207,3.5975,0.013461491303191301,0.0,0.9897219377884446,1,0.6808482087670699,False,0
mp-1112938,Cs2ScAgI6,Cs2ScAgI6,Cs,Sc,Ag,I,2.6741981420641863,2.2123,0.02833108241030785,0.0,0.9147517680336827,1,0.6802692544232827,False,1
mp-1111841,Cs2LiNdCl6,Cs2LiNdCl6,Cs,Li,Nd,Cl,4.905550574764805,4.8775,0.01341569184571033,0.0001970684166643,0.9997864307327936,1,0.6793244740925777,False,0
mp-1112842,Cs2KYBr6,Cs2KYBr6,Cs,K,Y,Br,4.142318112898693,4.2851,0.013842693570914335,0.0,0.999966249347497,1,0.6784343904244793,False,0
mp-1112123,Cs2RbNdCl6,Cs2RbNdCl6,Cs,Rb,Nd,Cl,4.8207481114599835,4.858867517045757,0.015824338955065083,0.0277122528333304,0.9947125822324656,1,0.6662649284449297,False,0
mp-1111396,CsRb2FeF6,Rb2FeCsF6,Rb,Fe,Cs,F,2.9129330096933406,4.1741,0.03274012262400549,0.0818977760000052,0.992378096632546,0,0.6629965002230065,False,0
mp-989531,Cs2KGaF6,Cs2KGaF6,Cs,K,Ga,F,5.917064000000016,6.0476,0.016709240132260283,0.0,0.994417385498125,1,0.6622642866085163,False,0
mp-561067,KRb2FeF6,Rb2KFeF6,Rb,K,Fe,F,3.3081007660758073,4.140000000000001,0.02259492561029812,0.0,0.9991179922087235,1,0.6622358435339616,False,0
mp-1113062,Cs2YInF6,Cs2YInF6,Cs,Y,In,F,3.7948595602976574,4.050304041181881,0.018800503359525912,0.0185438067222216,0.9999531199529145,1,0.6601454178117171,False,0
mp-1111968,Cs2RbAsF6,Cs2AsRbF6,Cs,As,Rb,F,4.2727774325124805,4.562702417606455,0.01701094517034882,0.0,0.9912963583611143,1,0.660120292547733,False,0
mp-6528,Cs2NaAlF6,Cs2NaAlF6,Cs,Na,Al,F,6.662894129254308,6.6926,0.01801875688776055,0.0,0.9999803630874536,1,0.6592155585667848,False,0
mp-1112004,Cs2RbTlCl6,Cs2RbTlCl6,Cs,Rb,Tl,Cl,3.2560077804992105,2.4689213933571037,0.02431826112001088,0.0175840595000003,0.9983400448859124,1,0.658959129946869,False,1
mp-1111658,K2LiTlF6,K2LiTlF6,K,Li,Tl,F,3.4651652426960475,3.5027,0.020933872818768327,0.0057837129583324,0.9894743376196836,1,0.6560045432580243,False,0
mp-1110767,Rb2NaYI6,Rb2NaYI6,Rb,Na,Y,I,3.1348519636627388,3.1399,0.02874905534606313,0.0247265849999989,0.9991868648713157,1,0.6536700639254776,False,0
mp-1112681,Cs2LiLaCl6,Cs2LiLaCl6,Cs,Li,La,Cl,4.54942786807836,4.4672,0.02115963437529836,0.0177230817500007,0.999433692552714,1,0.6463729988124561,False,0
mp-1113487,Rb2FeCuF6,Rb2FeCuF6,Rb,Fe,Cu,F,0.7863096130314683,0.5338,0.048470220576498343,0.0528302661249968,0.8915183629674461,0,0.6437918468669627,False,0
mp-1112124,Cs2RbPrCl6,Cs2RbPrCl6,Cs,Rb,Pr,Cl,4.754976737244434,4.831861273746391,0.021870062319736247,0.030319584499999,0.9994897639963024,1,0.643531524448024,False,0
mp-1113873,Rb2TlAsF6,Rb2AsTlF6,Rb,As,Tl,F,2.905903409112205,2.7163000000000004,0.031691823264135735,0.0,0.9395177011396064,1,0.6434723928685931,False,0
